name,category_list,market,status,country_code,city,Cluster,SubCluster,SubCluster_Name,funding_total_usd,funding_rounds,early_stage_funding,venture,debt_financing,private_equity,stage_level,early_stage_funding_ratio,venture_ratio,debt_financing_ratio,private_equity_ratio
Symphony,|Social Media|, Social Media ,operating,USA,Palo Alto,0,0,Early-stage multi-round,750000.0,4.0,750000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Symphony Concierge,|Consulting|, Consulting ,operating,USA,Ponte Vedra Beach,0,1,Small / early venture-backed,100000.0,1.0,0.0,100000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Symphony Dynamo,|Biotechnology|, Biotechnology ,acquired,USA,Rockville,0,1,Small / early venture-backed,20000000.0,1.0,0.0,20000000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Sympler,|Parenting|Music|, Music ,operating,,,0,2,Small seed-stage,40000.0,1.0,40000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Symptify,|Health Care|Artificial Intelligence|Software|, Health Care ,operating,,,0,2,Small seed-stage,250000.0,1.0,250000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Symptom.ly,|Health Care Information Technology|Health Care|Hospitals|, Health Care Information Technology ,operating,USA,Kaysville,0,2,Small seed-stage,300000.0,1.0,300000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Symtavision,|Software|, Software ,operating,DEU,Braunschweig,0,1,Small / early venture-backed,605250.0,1.0,0.0,605250.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Symvato,|Electronic Health Records|Health Care Information Technology|SaaS|Medical|Physicians|Software|, Health Care Information Technology ,operating,,,0,2,Small seed-stage,50000.0,1.0,50000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
SynAgile,|Biotechnology|, Biotechnology ,operating,USA,Piedmont,0,1,Small / early venture-backed,898618.0,1.0,0.0,898618.0,0.0,0.0,0,0.0,1.0,0.0,0.0
SynapCell,|Biotechnology|, Biotechnology ,operating,FRA,Grenoble,0,1,Small / early venture-backed,4430000.0,1.0,0.0,4430000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
Synappio,|Email|Sales and Marketing|Software|, Email ,operating,USA,Atlanta,0,0,Early-stage multi-round,495000.0,3.0,45000.0,0.0,0.0,0.0,0,0.09090909090909091,0.0,0.0,0.0
Synapse,|User Experience Design|Consumer Electronics|Electronics|Technology|New Product Development|Software|, Technology ,operating,USA,Franktown,0,1,Small / early venture-backed,3000000.0,1.0,0.0,3000000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Synapse Biomedical,|Health Care|, Health Care ,operating,USA,Oberlin,0,0,Early-stage multi-round,3103358.0,3.0,270000.0,2833358.0,0.0,0.0,0,0.0870025308069517,0.9129974691930482,0.0,0.0
Synapsify,|Content Discovery|Social Media|Publishing|Semantic Search|Predictive Analytics|Machine Learning|Artificial Intelligence|, Content Discovery ,operating,USA,Bethesda,0,0,Early-stage multi-round,1450000.0,2.0,600000.0,850000.0,0.0,0.0,0,0.41379310344827586,0.5862068965517241,0.0,0.0
Synarc,|Biotechnology|, Biotechnology ,operating,USA,Newark,0,1,Small / early venture-backed,5000000.0,1.0,0.0,5000000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Synata,|Cloud Computing|Enterprise Search|Enterprises|Enterprise Software|, Enterprises ,operating,USA,San Francisco,0,0,Early-stage multi-round,644000.0,4.0,644000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Synbody Biotechnology,|Biotechnology|, Biotechnology ,operating,USA,Farmington,0,2,Small seed-stage,750000.0,1.0,750000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Sync.ME,|Software|, Software ,operating,ISR,,0,1,Small / early venture-backed,4000000.0,1.0,0.0,4000000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Syncano,|SaaS|Mobile|Software|, SaaS ,operating,USA,New York,0,0,Early-stage multi-round,3600000.0,2.0,3600000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Synchris,|Software|, Software ,acquired,USA,Sterling,0,1,Small / early venture-backed,4500000.0,1.0,0.0,4500000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Synchro,|Software|, Software ,operating,GBR,Coventry,0,1,Small / early venture-backed,2450000.0,1.0,0.0,2450000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Synchronized,|Television|, Television ,operating,FRA,,0,2,Small seed-stage,220000.0,1.0,220000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Syncing.Net,|Software|, Software ,operating,DEU,Heilbronn,0,1,Small / early venture-backed,634000.0,1.0,0.0,634000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Syncplicity,|Enterprise Software|, Enterprise Software ,acquired,USA,Santa Clara,0,1,Small / early venture-backed,2350000.0,1.0,0.0,2350000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
Syncronex,|Hardware + Software|, Hardware + Software ,operating,USA,Issaquah,0,1,Small / early venture-backed,2830000.0,1.0,0.0,2830000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
SyncroPhi Systems,|Hardware + Software|, Hardware + Software ,operating,IRL,Galway,0,2,Small seed-stage,1286600.0,1.0,1286600.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
SyndicatePlus,|Big Data|Enterprise Software|, Enterprise Software ,operating,NLD,Amsterdam,0,0,Early-stage multi-round,450000.0,2.0,450000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Synedgen,|Biotechnology|, Biotechnology ,operating,USA,Claremont,0,1,Small / early venture-backed,3790877.0,2.0,0.0,3790877.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Synercon Technologies,|Automotive|, Automotive ,operating,USA,Tulsa,0,1,Small / early venture-backed,515000.0,2.0,40000.0,475000.0,0.0,0.0,1,0.07766990291262135,0.9223300970873787,0.0,0.0
SynerGene Therapeutics,|Biotechnology|, Biotechnology ,operating,USA,Potomac,0,1,Small / early venture-backed,3951000.0,2.0,0.0,3951000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
SynergEyes,|Health and Wellness|, Health and Wellness ,operating,USA,Carlsbad,0,1,Small / early venture-backed,17000000.0,2.0,0.0,17000000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Synergy Biomedical,|Biotechnology|, Biotechnology ,operating,USA,Collegeville,0,1,Small / early venture-backed,1224112.0,3.0,0.0,1224112.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Synergy Hub,|SaaS|Software|Small and Medium Businesses|Entrepreneur|Internet|Consulting|, SaaS ,operating,USA,Tampa,0,2,Small seed-stage,50000.0,1.0,50000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Synergy Pharmaceuticals,|Biotechnology|, Biotechnology ,operating,USA,New York,0,1,Small / early venture-backed,17431243.0,3.0,0.0,17431243.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Synerscope,|Visualization|Analytics|Big Data|Software|, Software ,operating,,,0,0,Early-stage multi-round,3300000.0,2.0,1100000.0,2200000.0,0.0,0.0,1,0.3333333333333333,0.6666666666666666,0.0,0.0
SynerZ Medical,|Biotechnology|, Biotechnology ,operating,USA,Clarkton,0,1,Small / early venture-backed,1085000.0,1.0,0.0,1085000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Synesis,|Open Source|Linux|Cloud Computing|Analytics|, Linux ,operating,RUS,Moscow,0,0,Early-stage multi-round,1406000.0,2.0,1406000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Synetiq,|Crowdsourcing|Analytics|, Analytics ,operating,HUN,Budapest,0,2,Small seed-stage,54513.0,1.0,54513.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Synference,|Analytics|, Analytics ,acquired,IRL,Dublin,0,2,Small seed-stage,70000.0,1.0,70000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Syniverse,|Mobile|Public Relations|, Mobile ,acquired,USA,Tampa,0,1,Small / early venture-backed,2710000.0,1.0,0.0,2710000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Synker,|Mobile|Cloud Management|, Cloud Management ,operating,USA,Brooklyn,0,2,Small seed-stage,1400000.0,1.0,1400000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Synoste Oy,|Biotechnology|, Biotechnology ,operating,FIN,Espoo,0,1,Small / early venture-backed,3602480.0,1.0,0.0,3602480.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Synosure Games,|Games|, Games ,operating,USA,Los Angeles,0,2,Small seed-stage,20000.0,1.0,20000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Synovex,|Biotechnology|, Biotechnology ,closed,USA,Medford,0,1,Small / early venture-backed,3500000.0,1.0,0.0,3500000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Synqera,|Software|, Software ,operating,RUS,Saint Petersburg,0,2,Small seed-stage,4000000.0,1.0,4000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
SYNQY Corporation,|Retail Technology|Web CMS|Content Delivery|Social Media Marketing|Content Syndication|E-Commerce|, Content Syndication ,operating,USA,Pleasant Hill,0,2,Small seed-stage,1000000.0,1.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Synta Pharmaceuticals,|Health Care|Biotechnology|, Health Care ,operating,USA,Lexington,0,1,Small / early venture-backed,26850000.0,2.0,0.0,26850000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Syntasia,|Games|, Games ,operating,KOR,Seoul,0,0,Early-stage multi-round,1900000.0,2.0,1900000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Syntec Biofuel,|Consulting|, Consulting ,operating,CAN,Vancouver,0,1,Small / early venture-backed,145000.0,1.0,0.0,145000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Syntensia,|Software|, Software ,acquired,SWE,Stockholm,0,1,Small / early venture-backed,3500000.0,1.0,0.0,3500000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Syntertainment,|Social + Mobile + Local|Mobile Games|, Mobile Games ,operating,USA,Berkeley,0,1,Small / early venture-backed,5000000.0,1.0,0.0,5000000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
Syntervention,|Biotechnology|, Biotechnology ,operating,USA,Rocky Mount,0,1,Small / early venture-backed,39000.0,1.0,0.0,39000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Synthace,|Biotechnology|, Biotechnology ,operating,GBR,London,0,0,Early-stage multi-round,4869826.0,3.0,4869826.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Synthelis,|Biotechnology|, Biotechnology ,operating,FRA,La Tronche,0,1,Small / early venture-backed,784826.0,1.0,0.0,784826.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Synthonics,|Software|, Software ,operating,USA,Westlake Village,0,1,Small / early venture-backed,3103918.0,2.0,0.0,3103918.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Synthorx,|Biotechnology|, Biotechnology ,operating,USA,La Jolla,0,1,Small / early venture-backed,3125000.0,1.0,0.0,3125000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Sypher Labs,|B2B|Internet of Things|SaaS|, B2B ,operating,SGP,Singapore,0,2,Small seed-stage,471000.0,1.0,471000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Syracuse University,|Education|, Education ,operating,USA,Syracuse,0,0,Early-stage multi-round,6000000.0,2.0,6000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Syrenaica,|Business Services|Defense|Technology|Games|Software|, Software ,operating,CHL,Santiago,0,2,Small seed-stage,40000.0,1.0,40000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Syrinix,|Clean Technology|, Clean Technology ,operating,GBR,Norwich,0,1,Small / early venture-backed,3032235.0,2.0,0.0,3032235.0,0.0,0.0,0,0.0,1.0,0.0,0.0
SysClass,|Education|, Education ,operating,USA,Dallas,0,0,Early-stage multi-round,2479000.0,2.0,2479000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
SysCloud,|Data Security|Software|, Data Security ,operating,,,0,1,Small / early venture-backed,2500000.0,1.0,0.0,2500000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
Syscon Justice Systems,|Software|, Software ,operating,CAN,Richmond Hill,0,1,Small / early venture-backed,7220000.0,1.0,0.0,7220000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Syscor,|Sensors|Fuels|Manufacturing|, Fuels ,operating,TUR,Çan,0,0,Early-stage multi-round,1431376.0,4.0,0.0,1431376.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Sysomos,|Business Intelligence|Social Media|Analytics|, Business Intelligence ,acquired,CAN,Toronto,0,2,Small seed-stage,250000.0,1.0,250000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Systancia,|Software|, Software ,operating,,,0,1,Small / early venture-backed,2078700.0,1.0,0.0,2078700.0,0.0,0.0,0,0.0,1.0,0.0,0.0
SystematicBytes,|Enterprise Software|CRM|iOS|Web Development|Software|, CRM ,operating,PAK,Lahore,0,2,Small seed-stage,10000.0,1.0,10000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
SystemsNet,|Consulting|, Consulting ,operating,USA,Bethesda,0,1,Small / early venture-backed,1500000.0,1.0,0.0,1500000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
Szl.it,|Curated Web|, Curated Web ,operating,USA,Raleigh,0,1,Small / early venture-backed,1632500.0,2.0,50000.0,1582500.0,0.0,0.0,0,0.030627871362940276,0.9693721286370597,0.0,0.0
T Dispatch,|Public Transportation|, Public Transportation ,operating,DEU,Berlin,0,1,Small / early venture-backed,1247385.0,1.0,0.0,1247385.0,0.0,0.0,0,0.0,1.0,0.0,0.0
t-Art,|Fashion|Crowdsourcing|E-Commerce|, E-Commerce ,operating,ARG,Buenos Aires,0,0,Early-stage multi-round,65000.0,2.0,65000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
T-PRO Solutions,|Analytics|SaaS|Software|, Analytics ,operating,,,0,1,Small / early venture-backed,780000.0,1.0,0.0,780000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
T-VIPS,|Public Relations|, Public Relations ,acquired,NOR,Oslo,0,1,Small / early venture-backed,4490000.0,1.0,0.0,4490000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
T2 Systems,|Software|, Software ,operating,USA,Indianapolis,0,1,Small / early venture-backed,31000000.0,2.0,0.0,31000000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
T3 MOTION,|Automotive|, Automotive ,operating,USA,Costa Mesa,0,1,Small / early venture-backed,11100000.0,1.0,0.0,11100000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
T3 Search,|Recruiting|Consulting|, Recruiting ,operating,,,0,2,Small seed-stage,10000.0,1.0,10000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
T3D Therapeutics,|Biotechnology|, Biotechnology ,operating,USA,Durham,0,0,Early-stage multi-round,1097997.0,2.0,437000.0,660997.0,0.0,0.0,0,0.39799744443746204,0.602002555562538,0.0,0.0
Taamkru,|Education|, Education ,operating,THA,,0,2,Small seed-stage,620000.0,1.0,620000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tab Solutions,|Financial Services|, Financial Services ,operating,USA,,0,0,Early-stage multi-round,40704.0,2.0,40704.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
tab ticketbroker,|Ticketing|Events|E-Commerce|, Ticketing ,operating,DEU,Berlin,0,0,Early-stage multi-round,330000.0,2.0,330000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tabacus Initative,|Tablets|Mobile|, Mobile ,operating,CHL,Santiago,0,2,Small seed-stage,40000.0,1.0,40000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tabfoundry,|Advertising|, Advertising ,operating,CZE,Prague,0,2,Small seed-stage,10000.0,1.0,10000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Table8,|Entertainment|, Entertainment ,operating,USA,,0,1,Small / early venture-backed,4600000.0,1.0,0.0,4600000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
TableConnect GmbH,|iOS|Interior Design|Point of Sale|Events|, Events ,operating,AUT,Vienna,0,2,Small seed-stage,250000.0,1.0,250000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tablefinder,|Startups|Artificial Intelligence|Online Reservations|Restaurants|Search|, Search ,operating,SWE,Gothenburg,0,0,Early-stage multi-round,506719.0,3.0,506719.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
TableGrabber,|E-Commerce|, E-Commerce ,operating,,,0,2,Small seed-stage,40000.0,1.0,40000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tablelist Inc,|Travel|Lifestyle|Entertainment|iPhone|Mobile|Nightlife|Games|, Games ,operating,USA,Boston,0,0,Early-stage multi-round,2000000.0,2.0,2000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tabletize.com,|Mobile Software Tools|Mobile|Software|, Mobile Software Tools ,operating,ITA,Milan,0,2,Small seed-stage,132332.0,1.0,132332.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tablo,|Open Source|Education|, Open Source ,closed,,,0,2,Small seed-stage,200000.0,1.0,200000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tablo Publishing,|E-Commerce|Consumer Electronics|Textbooks|Publishing|Curated Web|, Publishing ,operating,AUS,Richmond,0,0,Early-stage multi-round,420000.0,2.0,420000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
TabSprint,|Hospitality|, Hospitality ,operating,USA,Durham,0,0,Early-stage multi-round,250000.0,2.0,250000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
TabSquare,|Hospitality|Consumers|Software|, Consumers ,operating,SGP,Singapore,0,2,Small seed-stage,480000.0,1.0,480000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
TabSys,|Sales and Marketing|Education|Android|iOS|SaaS|Skill Assessment|Big Data Analytics|Business Intelligence|Training|Analytics|, Sales and Marketing ,operating,GBR,Edenbridge,0,0,Early-stage multi-round,248144.0,2.0,248144.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tabtor,|Education|, Education ,operating,USA,Kendall Park,0,2,Small seed-stage,1000000.0,1.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tabulous Cloud,|Mobile|E-Commerce|Virtualization|Web Hosting|Cloud Computing|Tablets|Enterprise Software|, Mobile ,operating,USA,Martinsburg,0,2,Small seed-stage,1000000.0,1.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tacatì,|E-Commerce|, E-Commerce ,operating,ITA,Asti,0,2,Small seed-stage,1286600.0,1.0,1286600.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
TaCerto.com,|Price Comparison|Financial Services|Insurance|E-Commerce|, E-Commerce ,operating,BRA,São Paulo,0,1,Small / early venture-backed,5000000.0,2.0,1000000.0,4000000.0,0.0,0.0,1,0.2,0.8,0.0,0.0
Tachyon Networks,|Aerospace|Hardware + Software|, Aerospace ,operating,USA,San Diego,0,1,Small / early venture-backed,11000000.0,2.0,0.0,11000000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Tacit Innovations,|Mobile|, Mobile ,operating,CAN,Toronto,0,0,Early-stage multi-round,700000.0,2.0,700000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tackk,|Curated Web|, Curated Web ,operating,USA,Cleveland,0,0,Early-stage multi-round,1800000.0,3.0,1800000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tackle Grab,|E-Commerce|, E-Commerce ,operating,USA,East Sandwich,0,0,Early-stage multi-round,1052500.0,2.0,1000000.0,52500.0,0.0,0.0,0,0.9501187648456056,0.0498812351543943,0.0,0.0
Tactical Awareness Beacon Systems,|Hardware + Software|, Hardware + Software ,operating,USA,North Canton,0,2,Small seed-stage,500000.0,1.0,500000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tactics Cloud,|Twitter Applications|Databases|Cloud Computing|Software|, Software ,operating,USA,New York,0,2,Small seed-stage,1500000.0,1.0,1500000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tactile,|Software|, Software ,operating,USA,Redwood City,0,1,Small / early venture-backed,11200000.0,1.0,0.0,11200000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
Tactilize,|Publishing|Collectibles|Crowdsourcing|Blogging Platforms|Ediscovery|iPad|Mobile|, iPad ,operating,USA,San Francisco,0,1,Small / early venture-backed,1000000.0,1.0,0.0,1000000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Tactonic Technologies,|Software|, Software ,operating,,,0,1,Small / early venture-backed,325000.0,1.0,0.0,325000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
TaDaweb,|Startups|Software|Music|Curated Web|, Music ,operating,LUX,Esch-sur-alzette,0,0,Early-stage multi-round,654957.0,3.0,654957.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tadpoles,|Mobile|, Mobile ,operating,,,0,1,Small / early venture-backed,50000.0,1.0,0.0,50000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
TAG Optics Inc.,|Material Science|Computer Vision|Semiconductor Manufacturing Equipment|Manufacturing|Lasers|Photography|, Material Science ,operating,USA,Princeton,0,0,Early-stage multi-round,203171.0,2.0,203171.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tag&See,|Brand Marketing|Curated Web|Publishing|Real Time|Big Data|, Brand Marketing ,operating,FRA,Issy-les-moulineaux,0,2,Small seed-stage,200000.0,1.0,200000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tag'By,|Software|Social Media|SaaS|Internet|, Software ,operating,GBR,London,0,0,Early-stage multi-round,292957.0,2.0,292957.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
TagaPet,|NFC|Mobile|Pets|, NFC ,operating,USA,Lexington,0,0,Early-stage multi-round,77000.0,3.0,77000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tagasauris,|Software|, Software ,operating,USA,New York,0,0,Early-stage multi-round,495000.0,2.0,495000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tagbrand,|Social Network Media|Brand Marketing|Web Development|iPhone|Mobile|Services|Social Media|, Social Network Media ,operating,,,0,0,Early-stage multi-round,600000.0,2.0,600000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
TagCash,|E-Commerce|, E-Commerce ,,USA,,0,1,Small / early venture-backed,555000.0,1.0,0.0,555000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
tagga,|Enterprise Software|, Enterprise Software ,operating,CAN,Vancouver,0,0,Early-stage multi-round,447560.0,2.0,400000.0,47560.0,0.0,0.0,0,0.893734918223255,0.10626508177674501,0.0,0.0
Taggify,|Blogging Platforms|Monetization|Photography|Web Development|Web Tools|Software|Advertising|, Blogging Platforms ,operating,ARG,Buenos Aires,0,1,Small / early venture-backed,1040000.0,2.0,40000.0,1000000.0,0.0,0.0,1,0.038461538461538464,0.9615384615384616,0.0,0.0
Taggle Internet Ventures Private,|Games|, Games ,closed,IND,Bengaluru,0,1,Small / early venture-backed,8750000.0,1.0,0.0,8750000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
"Taggle, CA Corporation",|Auctions|Fashion|E-Commerce|, E-Commerce ,operating,USA,Los Angeles,0,1,Small / early venture-backed,500000.0,1.0,0.0,500000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Taggled,|Online Video Advertising|Technology|Video|SEO|Advertising|, Online Video Advertising ,operating,GBR,Belfast,0,2,Small seed-stage,454575.0,1.0,454575.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Taggler,|Internet|, Internet ,operating,USA,Los Angeles,0,2,Small seed-stage,500000.0,1.0,500000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Taggs,|Public Relations|, Public Relations ,operating,USA,Durham,0,2,Small seed-stage,50000.0,1.0,50000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Taggstr,|Location Based Services|Social Media|Mobile|iPhone|SEO|Online Reservations|Messaging|, Online Reservations ,closed,USA,San Jose,0,2,Small seed-stage,50000.0,1.0,50000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tagito,|Sales and Marketing|Payments|P2P Money Transfer|Cloud Data Services|Social Media|Curated Web|, Social Media ,operating,USA,Aliso Viejo,0,2,Small seed-stage,320000.0,1.0,320000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tagkast,|Nightlife|Discounts|Advertising|, Advertising ,operating,USA,Chicago,0,1,Small / early venture-backed,9100000.0,3.0,0.0,8600000.0,0.0,0.0,0,0.0,0.945054945054945,0.0,0.0
Taglocity,|Messaging|, Messaging ,operating,CAN,Vancouver,0,2,Small seed-stage,1200000.0,1.0,1200000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tagmore Solutions,|iPhone|NFC|RFID|Mobile|, Mobile ,operating,ESP,Madrid,0,2,Small seed-stage,388500.0,1.0,388500.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tagoo,|Cloud Data Services|Photography|Blogging Platforms|Video|Audio|Music|Search|, Photography ,operating,RUS,Moscow,0,0,Early-stage multi-round,1030000.0,2.0,1030000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tagoodies,|Price Comparison|Video|Photography|SEO|Social Commerce|Location Based Services|Shopping|Mobile|Social Media|, Price Comparison ,operating,GBR,Sutton Saint James,0,0,Early-stage multi-round,158000.0,3.0,158000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tagorize,|Ediscovery|Information Technology|Search|Startups|Classifieds|Advertising|Curated Web|, Advertising ,operating,GBR,London,0,0,Early-stage multi-round,184845.0,2.0,184845.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tagstr,|Photo Sharing|Apps|Social Network Media|, Apps ,operating,GBR,Cheltenham,0,2,Small seed-stage,1600000.0,1.0,1600000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
TagTagCity,|Mobile|, Mobile ,operating,BEL,Brussels,0,0,Early-stage multi-round,2225818.0,3.0,19299.0,2206519.0,0.0,0.0,0,0.008670520231213872,0.9913294797687862,0.0,0.0
tagUin,|E-Commerce|Games|Social Network Media|Social Media|, E-Commerce ,operating,,,0,2,Small seed-stage,286760.0,1.0,286760.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tagwhat,|Travel|Location Based Services|Mobile|, Location Based Services ,operating,USA,Boulder,0,1,Small / early venture-backed,1345389.0,1.0,0.0,1345389.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Taiga Agile,|Open Source|Software|Development Platforms|SaaS|Enterprise Software|, Open Source ,operating,,,0,0,Early-stage multi-round,550000.0,2.0,550000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Taiho Pharmaceutical Co,|Pharmaceuticals|, Pharmaceuticals ,operating,JPN,Tokyo,0,1,Small / early venture-backed,30000000.0,1.0,0.0,30000000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
Tail,|Ad Targeting|Analytics|, Analytics ,operating,BRA,São Paulo,0,2,Small seed-stage,500000.0,1.0,500000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
Tailored,|Weddings|Fashion|Lifestyle|, Lifestyle ,operating,USA,Mountain View,0,0,Early-stage multi-round,500000.0,2.0,500000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
