name,category_list,market,funding_total_usd,status,country_code,city,funding_rounds,founded_at,first_funding_at,last_funding_at,venture,debt_financing,private_equity,stage_level,early_stage_funding,early_stage_funding_ratio,venture_ratio,debt_financing_ratio,private_equity_ratio,log_funding_total_usd,log_funding_rounds,log_early_stage_funding,log_venture,log_debt_financing,log_private_equity,SubCluster
Yebol,|Search|, Search ,600000.0,closed,CHN,Beijing,1.0,2008-01-01,2008-01-01,2008-01-01,0.0,0.0,0.0,0,600000.0,1.0,0.0,0.0,0.0,13.304686600863562,0.6931471805599453,13.304686600863562,0.0,0.0,0.0,2
Yecuris,|Biotechnology|, Biotechnology ,1250000.0,operating,USA,Tualatin,1.0,2007-01-01,2009-07-17,2009-07-17,1250000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,14.038654909278163,0.6931471805599453,0.0,14.038654909278163,0.0,0.0,1
YEDInstitute,|Startups|, Startups ,377200.0,operating,CAN,Toronto,1.0,,2014-09-19,2014-09-19,0.0,0.0,0.0,0,377200.0,1.0,0.0,0.0,0.0,12.840533480851393,0.6931471805599453,12.840533480851393,0.0,0.0,0.0,2
Yeelink,|Home Automation|, Home Automation ,25000.0,operating,CHN,Qingdao,2.0,,2013-01-01,2013-08-31,25000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,10.12667110305036,1.0986122886681098,0.0,10.12667110305036,0.0,0.0,1
Yeexoo,|Health Care|, Health Care ,5000000.0,operating,CHN,Beijing,1.0,,2013-03-01,2013-03-01,5000000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,15.424948670398354,0.6931471805599453,0.0,15.424948670398354,0.0,0.0,1
YeHive,|Entertainment|Games|Social Media|, Entertainment ,900000.0,operating,USA,Starkville,3.0,2012-05-01,2012-06-29,2014-01-29,200000.0,0.0,0.0,0,700000.0,0.7777777777777778,0.2222222222222222,0.0,0.0,13.710151153416941,1.3862943611198906,13.45883704259595,12.206077645517674,0.0,0.0,0
Yeke Network Radio,|Video|Photography|, Video ,164744.0,operating,,,1.0,2013-11-11,2014-01-01,2014-01-01,0.0,0.0,0.0,0,164744.0,1.0,0.0,0.0,0.0,12.012154102890555,0.6931471805599453,12.012154102890555,0.0,0.0,0.0,2
Yekra,|Film|Distribution|Entertainment|Video|Games|, Entertainment ,3000000.0,operating,USA,Los Angeles,1.0,2011-10-01,2013-05-09,2013-05-09,3000000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,14.914123179965662,0.6931471805599453,0.0,14.914123179965662,0.0,0.0,1
Yell.ru,|Apps|Services|Information Technology|Databases|, Information Technology ,11000000.0,operating,,,1.0,,2014-06-18,2014-06-18,11000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.213405921671733,0.6931471805599453,0.0,16.213405921671733,0.0,0.0,1
Yella Rewards,|Internet of Things|Restaurants|, Restaurants ,200000.0,operating,USA,Chicago,1.0,,2013-07-20,2013-07-20,200000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,12.206077645517674,0.6931471805599453,0.0,12.206077645517674,0.0,0.0,1
Yellloh,|Blogging Platforms|Social Network Media|Social Media|, Blogging Platforms ,91900.0,operating,AUS,Oakleigh,1.0,2013-05-01,2013-06-01,2013-06-01,0.0,0.0,0.0,0,91900.0,1.0,0.0,0.0,0.0,11.428467189677395,0.6931471805599453,11.428467189677395,0.0,0.0,0.0,2
Yellow Monkey Studios Pvt,|Games|, Games ,13596.0,operating,,,1.0,2007-01-01,2013-02-01,2013-02-01,0.0,0.0,0.0,0,13596.0,1.0,0.0,0.0,0.0,9.517604459155686,0.6931471805599453,9.517604459155686,0.0,0.0,0.0,2
Yellow Pages,|Location Based Services|Search|, Search ,2000.0,operating,POL,Bielsko-biala,1.0,1998-12-10,1998-12-15,1998-12-15,0.0,0.0,0.0,0,2000.0,1.0,0.0,0.0,0.0,7.601402334583733,0.6931471805599453,7.601402334583733,0.0,0.0,0.0,2
YellowBrck,|Parenting|Mobile Social|Location Based Services|Social Media|, Social Media ,150000.0,closed,USA,New York,1.0,2010-05-01,2011-05-03,2011-05-03,0.0,0.0,0.0,0,150000.0,1.0,0.0,0.0,0.0,11.918397239722838,0.6931471805599453,11.918397239722838,0.0,0.0,0.0,2
YellowDog Media,|Curated Web|, Curated Web ,5750000.0,closed,USA,San Francisco,2.0,2009-10-01,2010-03-01,2010-11-22,5000000.0,0.0,0.0,1,750000.0,0.13043478260869565,0.8695652173913043,0.0,0.0,15.564710586686562,1.0986122886681098,13.527829818844937,15.424948670398354,0.0,0.0,1
YellowHammer,|Services|Advertising|, Advertising ,5317147.0,operating,USA,New York,1.0,2009-11-12,2014-06-06,2014-06-06,5317147.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.486447627344521,0.6931471805599453,0.0,15.486447627344521,0.0,0.0,1
YellowKorner,|E-Commerce|, E-Commerce ,3216500.0,operating,FRA,Paris,2.0,2006-01-01,2007-09-20,2014-03-18,0.0,0.0,0.0,0,3216500.0,1.0,0.0,0.0,0.0,14.983804680730081,1.0986122886681098,14.983804680730081,0.0,0.0,0.0,0
YellowSchedule,|Software|Email|SMS|Online Scheduling|Health and Wellness|, Software ,817895.0,operating,IRL,Dublin,1.0,2012-01-01,2014-06-01,2014-06-01,0.0,0.0,0.0,0,817895.0,1.0,0.0,0.0,0.0,13.614490468137687,0.6931471805599453,13.614490468137687,0.0,0.0,0.0,2
Yellowsmith,|Crowdsourcing|Jewelry|E-Commerce|, E-Commerce ,850000.0,acquired,USA,New York,1.0,2012-08-01,2012-08-20,2012-08-20,0.0,0.0,0.0,0,850000.0,1.0,0.0,0.0,0.0,13.652992804936396,0.6931471805599453,13.652992804936396,0.0,0.0,0.0,2
YelloYello,|Reviews and Recommendations|Social Media|, Social Media ,65850.0,acquired,NLD,Rijswijk,1.0,2007-09-01,2007-01-01,2007-01-01,0.0,0.0,0.0,0,65850.0,1.0,0.0,0.0,0.0,11.095149893084974,0.6931471805599453,11.095149893084974,0.0,0.0,0.0,2
Yeong Guan Energy,|Clean Technology|, Clean Technology ,30000000.0,operating,,,1.0,,2008-06-02,2008-06-02,30000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,17.216707972959764,0.6931471805599453,0.0,17.216707972959764,0.0,0.0,1
YEOXIN VMall,|E-Commerce|, E-Commerce ,12500.0,operating,,,1.0,,2014-02-01,2014-02-01,0.0,0.0,0.0,0,12500.0,1.0,0.0,0.0,0.0,9.433563920090563,0.6931471805599453,9.433563920090563,0.0,0.0,0.0,2
YepLike!,|Photo Sharing|Twitter Applications|Facebook Applications|Location Based Services|Social Media|iPhone|Curated Web|, Twitter Applications ,14450.0,operating,ITA,Roma,1.0,2011-02-15,2011-04-15,2011-04-15,14450.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,9.57851889529833,0.6931471805599453,0.0,9.57851889529833,0.0,0.0,1
yepme.com,|Product Design|Brand Marketing|Online Shopping|, Online Shopping ,500000.0,operating,IND,Gurgaon,1.0,2010-01-01,2014-05-02,2014-05-02,500000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,13.122365377402328,0.6931471805599453,0.0,13.122365377402328,0.0,0.0,1
yeppt,|Apps|Social Media|, Apps ,34517.0,operating,DEU,Berlin,1.0,2014-03-28,2014-03-24,2014-03-24,0.0,0.0,0.0,0,34517.0,1.0,0.0,0.0,0.0,10.44923620609135,0.6931471805599453,10.44923620609135,0.0,0.0,0.0,2
Yerbabuena Software,|Technology|Software|, Technology ,981217.0,operating,ESP,Madrid,1.0,2005-10-01,2013-07-16,2013-07-16,0.0,0.0,0.0,0,981217.0,1.0,0.0,0.0,0.0,13.796549936082021,0.6931471805599453,13.796549936082021,0.0,0.0,0.0,2
Yerdle,|Marketplaces|Local Businesses|File Sharing|Collaborative Consumption|E-Commerce|, Marketplaces ,5500000.0,operating,USA,San Francisco,2.0,2012-01-01,2013-08-27,2014-04-23,5000000.0,0.0,0.0,1,500000.0,0.09090909090909091,0.9090909090909091,0.0,0.0,15.520258832020865,1.0986122886681098,13.122365377402328,15.424948670398354,0.0,0.0,1
YES.TAP,|Restaurants|Mobile Commerce|, Mobile Commerce ,317000.0,operating,NLD,Amsterdam,3.0,2013-01-01,2013-10-14,2014-03-01,0.0,0.0,0.0,0,317000.0,1.0,0.0,0.0,0.0,12.666660207428574,1.3862943611198906,12.666660207428574,0.0,0.0,0.0,0
YesPlz!,|Trading|Peer-to-Peer|Local Based Services|Social Media|, Local Based Services ,30000.0,operating,,,1.0,2011-01-01,2011-06-01,2011-06-01,0.0,0.0,0.0,0,30000.0,1.0,0.0,0.0,0.0,10.308985993422082,0.6931471805599453,10.308985993422082,0.0,0.0,0.0,2
YESTODATE.COM,|Curated Web|, Curated Web ,1000000.0,closed,USA,Miami,1.0,2009-06-03,2009-06-03,2009-06-03,0.0,0.0,0.0,0,1000000.0,1.0,0.0,0.0,0.0,13.815511557963774,0.6931471805599453,13.815511557963774,0.0,0.0,0.0,2
YesWeAd,|Advertising Networks|, Advertising Networks ,700000.0,operating,,,1.0,2013-11-01,2014-08-28,2014-08-28,0.0,0.0,0.0,0,700000.0,1.0,0.0,0.0,0.0,13.45883704259595,0.6931471805599453,13.45883704259595,0.0,0.0,0.0,2
Yesweplay,|Recycling|Soccer|Sports|Curated Web|, Recycling ,776340.0,operating,ESP,Barcelona,1.0,2012-01-01,2012-01-01,2012-01-01,0.0,0.0,0.0,0,776340.0,1.0,0.0,0.0,0.0,13.562347135632645,0.6931471805599453,13.562347135632645,0.0,0.0,0.0,2
yetu,|Home Automation|Curated Web|, Home Automation ,8000000.0,operating,DEU,Berlin,1.0,2010-01-01,2013-12-04,2013-12-04,8000000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,15.894952224644102,0.6931471805599453,0.0,15.894952224644102,0.0,0.0,1
YFind Technologies,|Retail|Big Data|Location Based Services|, Retail ,1500000.0,operating,SGP,Singapore,1.0,,2012-03-21,2012-03-21,0.0,0.0,0.0,0,1500000.0,1.0,0.0,0.0,0.0,14.220976332738882,0.6931471805599453,14.220976332738882,0.0,0.0,0.0,2
Ygline.com,|E-Commerce|, E-Commerce ,15906680.0,operating,,,1.0,,2012-10-01,2012-10-01,15906680.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.582249767615163,0.6931471805599453,0.0,16.582249767615163,0.0,0.0,1
Ygrene Energy Fund,|Energy|Clean Energy|, Energy ,30000000.0,operating,USA,Santa Rosa,1.0,2009-01-01,2014-08-13,2014-08-13,30000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,17.216707972959764,0.6931471805599453,0.0,17.216707972959764,0.0,0.0,1
Yhat,|Predictive Analytics|Enterprise Software|, Predictive Analytics ,1000000.0,operating,USA,New York,1.0,2013-06-01,2013-10-01,2013-10-01,0.0,0.0,0.0,0,1000000.0,1.0,0.0,0.0,0.0,13.815511557963774,0.6931471805599453,13.815511557963774,0.0,0.0,0.0,2
Yi Chang Ou Sai IT,|Manufacturing|, Manufacturing ,5856515.0,operating,,,1.0,,2010-06-01,2010-06-01,5856515.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.583065445495507,0.6931471805599453,0.0,15.583065445495507,0.0,0.0,1
Yi De,|Finance|, Finance ,1246804.0,operating,CHN,Beijing,1.0,,2006-04-01,2006-04-01,1246804.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,14.03609483713356,0.6931471805599453,0.0,14.03609483713356,0.0,0.0,1
YiBai-shopping,|Finance|, Finance ,5000000.0,operating,,,1.0,2007-12-01,2008-10-01,2008-10-01,5000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.424948670398354,0.6931471805599453,0.0,15.424948670398354,0.0,0.0,1
Yibailin,|Mobile|Social Network Media|Internet|Android|Software|, Mobile ,60000.0,closed,CHN,Nanjing,1.0,2011-06-18,2011-06-18,2011-06-18,0.0,0.0,0.0,0,60000.0,1.0,0.0,0.0,0.0,11.002116507732017,0.6931471805599453,11.002116507732017,0.0,0.0,0.0,2
Yidio,|Internet TV|Content Discovery|Search|Guides|Entertainment|Television|Video|, Content Discovery ,350000.0,operating,USA,San Francisco,1.0,2008-06-04,2009-11-12,2009-11-12,0.0,0.0,0.0,0,350000.0,1.0,0.0,0.0,0.0,12.765691290604371,0.6931471805599453,12.765691290604371,0.0,0.0,0.0,2
"Yiftee, Inc.",|Employer Benefits Programs|Trading|Communities|Local|Mobile Shopping|Gift Card|Social Media|Curated Web|, Employer Benefits Programs ,4000000.0,operating,USA,Menlo Park,2.0,2011-01-01,2013-01-07,2014-01-28,3000000.0,0.0,0.0,1,1000000.0,0.25,0.75,0.0,0.0,15.201805169084134,1.0986122886681098,13.815511557963774,14.914123179965662,0.0,0.0,1
Yilu Caifu (Beijing) Information Technology,|Finance|, Finance ,1629549.0,operating,,,1.0,2013-05-01,2014-03-01,2014-03-01,0.0,0.0,0.0,0,1629549.0,1.0,0.0,0.0,0.0,14.303814461047976,0.6931471805599453,14.303814461047976,0.0,0.0,0.0,2
YinYangMap,|Sales and Marketing|Internet|Startups|Social Media|, Sales and Marketing ,10000.0,operating,,,1.0,2013-08-03,2013-06-25,2013-06-25,0.0,0.0,0.0,0,10000.0,1.0,0.0,0.0,0.0,9.210440366976517,0.6931471805599453,9.210440366976517,0.0,0.0,0.0,2
YippeeO Internet Marketing Solutions,|Web Design|Semantic Search|Email Marketing|Internet Marketing|SEO|Advertising|, Web Design ,2000000.0,operating,USA,Purcellville,1.0,2006-06-01,2007-01-01,2007-01-01,0.0,0.0,0.0,0,2000000.0,1.0,0.0,0.0,0.0,14.508658238524095,0.6931471805599453,14.508658238524095,0.0,0.0,0.0,2
Ykone,|Media|Fashion|Social Media|, Fashion ,1991250.0,operating,FRA,Paris,1.0,2009-02-09,2009-05-01,2009-05-01,1991250.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,14.504273642403382,0.6931471805599453,0.0,14.504273642403382,0.0,0.0,1
Ynnovable Design,|Design|, Design ,40000.0,operating,CHL,Santiago,1.0,,2013-05-14,2013-05-14,0.0,0.0,0.0,0,40000.0,1.0,0.0,0.0,0.0,10.596659732783579,0.6931471805599453,10.596659732783579,0.0,0.0,0.0,2
Ynsect,|Nutraceutical|Nanotechnology|Biotechnology|, Biotechnology ,2416756.0,operating,,,1.0,,2014-08-04,2014-08-04,0.0,0.0,0.0,0,2416756.0,1.0,0.0,0.0,0.0,14.697937116774504,0.6931471805599453,14.697937116774504,0.0,0.0,0.0,2
Ynusitado Digital Marketing Intelligence,|User Experience Design|Email Marketing|SEO|Social Media|Advertising|, User Experience Design ,1000000.0,operating,BRA,São Paulo,1.0,2013-04-10,2013-04-10,2013-04-10,0.0,0.0,0.0,0,1000000.0,1.0,0.0,0.0,0.0,13.815511557963774,0.6931471805599453,13.815511557963774,0.0,0.0,0.0,2
Yo,|Messaging|Apps|Communications Infrastructure|, Messaging ,1500000.0,operating,,,1.0,2014-04-01,2014-07-15,2014-07-15,0.0,0.0,0.0,0,1500000.0,1.0,0.0,0.0,0.0,14.220976332738882,0.6931471805599453,14.220976332738882,0.0,0.0,0.0,2
Yo que Vos,|Fashion|, Fashion ,25000.0,operating,,,1.0,2012-01-01,2012-01-01,2012-01-01,0.0,0.0,0.0,0,25000.0,1.0,0.0,0.0,0.0,10.12667110305036,0.6931471805599453,10.12667110305036,0.0,0.0,0.0,2
Yobongo,|Mobile Devices|Curated Web|, Mobile Devices ,1350000.0,acquired,USA,San Francisco,1.0,2010-01-01,2011-03-23,2011-03-23,0.0,0.0,0.0,0,1350000.0,1.0,0.0,0.0,0.0,14.115615891155079,0.6931471805599453,14.115615891155079,0.0,0.0,0.0,2
YoBucko,|Education|Lead Generation|Financial Services|Personal Finance|Social Commerce|, Personal Finance ,125125.0,operating,USA,Arlington,1.0,,2011-06-20,2011-06-20,125125.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,11.737076508593578,0.6931471805599453,0.0,11.737076508593578,0.0,0.0,1
yocomobien.es,|E-Commerce|, E-Commerce ,813646.0,operating,ESP,Valencia,2.0,2011-10-01,2013-02-27,2014-04-09,551901.0,0.0,0.0,1,261745.0,0.3216939553565064,0.6783060446434936,0.0,0.0,13.60928188999292,1.0986122886681098,12.475129846858614,13.221125773265927,0.0,0.0,0
Yodio,|Messaging|, Messaging ,850000.0,operating,USA,Bellevue,1.0,2005-11-01,2008-02-01,2008-02-01,850000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,13.652992804936396,0.6931471805599453,0.0,13.652992804936396,0.0,0.0,1
Yododo,|Travel|, Travel ,4000000.0,operating,CHN,Shanghai,1.0,2006-01-01,2013-11-11,2013-11-11,4000000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,15.201805169084134,0.6931471805599453,0.0,15.201805169084134,0.0,0.0,1
YOGASMOGA,|Fashion|Fitness|Specialty Retail|E-Commerce|Manufacturing|, Specialty Retail ,5000000.0,operating,USA,New York,2.0,2010-01-01,2012-08-01,2013-08-30,4000000.0,0.0,0.0,1,1000000.0,0.2,0.8,0.0,0.0,15.424948670398354,1.0986122886681098,13.815511557963774,15.201805169084134,0.0,0.0,1
YogaTrail,|Marketplaces|Freemium|Health and Wellness|Fitness|Social Media|, Marketplaces ,640000.0,operating,THA,Chiang Mai,3.0,2012-12-02,2014-06-23,2014-08-06,0.0,0.0,0.0,0,320000.0,0.5,0.0,0.0,0.0,13.369225017834633,1.3862943611198906,12.676079399771027,0.0,0.0,0.0,0
Yoggie Security Systems,|Hardware + Software|, Hardware + Software ,2800000.0,acquired,ISR,Bet Halevi,2.0,2005-01-01,2006-05-11,2007-01-22,2800000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,14.845130332288226,1.0986122886681098,0.0,14.845130332288226,0.0,0.0,1
YogiPlay,|Mobile|, Mobile ,1000000.0,operating,USA,Menlo Park,1.0,,2012-03-29,2012-03-29,0.0,0.0,0.0,0,1000000.0,1.0,0.0,0.0,0.0,13.815511557963774,0.6931471805599453,13.815511557963774,0.0,0.0,0.0,2
YOGITECH,|Semiconductors|, Semiconductors ,2723900.0,operating,ITA,Vimercate,2.0,2000-01-01,2005-06-09,2011-10-04,2723900.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,14.81757560197876,1.0986122886681098,0.0,14.81757560197876,0.0,0.0,1
Yogome,|High Schools|Kids|Games|Education|, Education ,30000.0,operating,,,1.0,,2011-10-15,2011-10-15,0.0,0.0,0.0,0,30000.0,1.0,0.0,0.0,0.0,10.308985993422082,0.6931471805599453,10.308985993422082,0.0,0.0,0.0,2
Yogurtistan,|Virtual Currency|Games|, Games ,5000000.0,operating,TUR,Istanbul,1.0,2009-01-01,2008-01-01,2008-01-01,5000000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,15.424948670398354,0.6931471805599453,0.0,15.424948670398354,0.0,0.0,1
Yoke,|Curated Web|, Curated Web ,500000.0,acquired,,,1.0,,2011-06-01,2011-06-01,0.0,0.0,0.0,0,500000.0,1.0,0.0,0.0,0.0,13.122365377402328,0.6931471805599453,13.122365377402328,0.0,0.0,0.0,2
Yolia Health,|Education|Health Care|, Health Care ,2000000.0,operating,USA,San Diego,1.0,2004-11-01,2008-06-01,2008-06-01,2000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,14.508658238524095,0.6931471805599453,0.0,14.508658238524095,0.0,0.0,1
Yolto,|Messaging|, Messaging ,100000.0,operating,USA,Chicago,1.0,2013-06-04,2013-12-20,2013-12-20,0.0,0.0,0.0,0,100000.0,1.0,0.0,0.0,0.0,11.51293546492023,0.6931471805599453,11.51293546492023,0.0,0.0,0.0,2
Yomp,|Health and Wellness|Human Resources|Travel|Transportation|Sustainability|Gamification|SaaS|Enterprise Software|, Health and Wellness ,319962.0,operating,GBR,London,1.0,2010-10-01,2014-11-01,2014-11-01,0.0,0.0,0.0,0,319962.0,1.0,0.0,0.0,0.0,12.675960643090823,0.6931471805599453,12.675960643090823,0.0,0.0,0.0,2
Yones,|Publishing|Machine Learning|Reviews and Recommendations|Personalization|News|, News ,125000.0,operating,,,1.0,,2013-11-01,2013-11-01,0.0,0.0,0.0,0,125000.0,1.0,0.0,0.0,0.0,11.736077016252437,0.6931471805599453,11.736077016252437,0.0,0.0,0.0,2
Yonghong Tech,|Mobile|, Mobile ,988467.0,operating,CHN,Beijing,1.0,,2014-01-01,2014-01-01,988467.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,13.80391154878758,0.6931471805599453,0.0,13.80391154878758,0.0,0.0,1
Yonja Media Group,|Social Games|Facebook Applications|Networking|Social Media|, Social Games ,12500000.0,operating,USA,Menlo Park,1.0,2003-01-01,2008-01-30,2008-01-30,12500000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.341239282272525,0.6931471805599453,0.0,16.341239282272525,0.0,0.0,1
YooDeal,|Discounts|Marketplaces|E-Commerce|, Marketplaces ,600000.0,operating,GBR,London,1.0,2011-05-01,2012-09-28,2012-09-28,0.0,0.0,0.0,0,600000.0,1.0,0.0,0.0,0.0,13.304686600863562,0.6931471805599453,13.304686600863562,0.0,0.0,0.0,2
Yoogaia,|Fitness|Health and Wellness|, Health and Wellness ,630000.0,operating,FIN,Espoo,1.0,2013-10-17,2014-10-06,2014-10-06,0.0,0.0,0.0,0,630000.0,1.0,0.0,0.0,0.0,13.353476685668044,0.6931471805599453,13.353476685668044,0.0,0.0,0.0,2
Yoolink,|Information Services|Enterprise 2.0|Social Bookmarking|Social Media|, Social Media ,779850.0,operating,FRA,Paris,1.0,,2008-06-06,2008-06-06,0.0,0.0,0.0,0,779850.0,1.0,0.0,0.0,0.0,13.566858154777027,0.6931471805599453,13.566858154777027,0.0,0.0,0.0,2
YooLotto,|Games|, Games ,1077500.0,operating,USA,Seminole,3.0,2008-01-10,2012-06-06,2013-02-22,0.0,0.0,0.0,0,1077500.0,1.0,0.0,0.0,0.0,13.890155029033854,1.3862943611198906,13.890155029033854,0.0,0.0,0.0,0
yoone,|Games|, Games ,197597.0,closed,DEU,Bielefeld,1.0,2010-11-03,2010-11-03,2010-11-03,0.0,0.0,0.0,0,197597.0,1.0,0.0,0.0,0.0,12.193989942787193,0.6931471805599453,12.193989942787193,0.0,0.0,0.0,2
Yooneed.com,|Startups|Services|Curated Web|, Services ,500000.0,operating,FRA,Paris,1.0,2011-01-01,2011-12-15,2011-12-15,0.0,0.0,0.0,0,500000.0,1.0,0.0,0.0,0.0,13.122365377402328,0.6931471805599453,13.122365377402328,0.0,0.0,0.0,2
yoonew,|Curated Web|, Curated Web ,4000000.0,closed,USA,New York,2.0,2004-01-01,2005-08-01,2007-01-01,0.0,0.0,0.0,0,4000000.0,1.0,0.0,0.0,0.0,15.201805169084134,1.0986122886681098,15.201805169084134,0.0,0.0,0.0,0
Yoono,|Social Media|, Social Media ,5450000.0,operating,USA,San Francisco,2.0,2006-01-01,2006-08-01,2008-05-01,3250000.0,0.0,0.0,1,2200000.0,0.4036697247706422,0.5963302752293578,0.0,0.0,15.511126350125648,1.0986122886681098,14.603968372873895,14.99416586199818,0.0,0.0,0
Yoopies,|Curated Web|, Curated Web ,241061.0,operating,FRA,Paris,1.0,2012-01-01,2011-07-11,2011-07-11,0.0,0.0,0.0,0,241061.0,1.0,0.0,0.0,0.0,12.392809440797539,0.6931471805599453,12.392809440797539,0.0,0.0,0.0,2
YOOSE,|Startups|Location Based Services|Mobile|Advertising|, Location Based Services ,31520.0,operating,DEU,Berlin,1.0,2008-12-01,2008-12-01,2008-12-01,0.0,0.0,0.0,0,31520.0,1.0,0.0,0.0,0.0,10.358409269356885,0.6931471805599453,10.358409269356885,0.0,0.0,0.0,2
Yoostay,|Travel|, Travel ,2000000.0,operating,CHN,Beijing,1.0,2013-09-11,2013-11-01,2013-11-01,0.0,0.0,0.0,0,2000000.0,1.0,0.0,0.0,0.0,14.508658238524095,0.6931471805599453,14.508658238524095,0.0,0.0,0.0,2
Yoovi,|Photography|Social Media|, Social Media ,200000.0,operating,,,1.0,2013-03-01,2013-06-01,2013-06-01,0.0,0.0,0.0,0,200000.0,1.0,0.0,0.0,0.0,12.206077645517674,0.6931471805599453,12.206077645517674,0.0,0.0,0.0,2
Yoox Group,|Fashion|, Fashion ,5800000.0,operating,,,4.0,2000-01-01,2000-01-01,2005-09-01,5800000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.573368647930426,1.6094379124341003,0.0,15.573368647930426,0.0,0.0,1
Yoozon,|File Sharing|Cloud Computing|Web Hosting|, File Sharing ,40000.0,operating,CHL,Santiago,1.0,2013-10-15,2014-06-01,2014-06-01,0.0,0.0,0.0,0,40000.0,1.0,0.0,0.0,0.0,10.596659732783579,0.6931471805599453,10.596659732783579,0.0,0.0,0.0,2
Yopima,|Games|, Games ,600000.0,operating,USA,Atlanta,1.0,2012-01-01,2013-01-01,2013-01-01,0.0,0.0,0.0,0,600000.0,1.0,0.0,0.0,0.0,13.304686600863562,0.6931471805599453,13.304686600863562,0.0,0.0,0.0,2
YoPro Global,|Social Network Media|Curated Web|, Social Network Media ,100000.0,operating,USA,San Francisco,1.0,2012-03-27,2012-07-03,2012-07-03,0.0,0.0,0.0,0,100000.0,1.0,0.0,0.0,0.0,11.51293546492023,0.6931471805599453,11.51293546492023,0.0,0.0,0.0,2
YoQueVos,|Curated Web|, Curated Web ,25000.0,operating,ARG,Buenos Aires,1.0,2008-10-01,2011-09-01,2011-09-01,0.0,0.0,0.0,0,25000.0,1.0,0.0,0.0,0.0,10.12667110305036,0.6931471805599453,10.12667110305036,0.0,0.0,0.0,2
York Mailing,|Advertising|, Advertising ,15152514.0,operating,,,1.0,1998-01-01,2013-07-15,2013-07-15,15152514.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.53367708274274,0.6931471805599453,0.0,16.53367708274274,0.0,0.0,1
York Telecom,|Mobile|, Mobile ,6000000.0,operating,USA,Eatontown,1.0,1985-01-01,2009-04-14,2009-04-14,6000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.607270193858982,0.6931471805599453,0.0,15.607270193858982,0.0,0.0,1
Yorn,|Health Care|Business Intelligence|Sales and Marketing|Mobile|, Mobile ,200000.0,operating,,,1.0,2009-01-01,2014-08-20,2014-08-20,0.0,0.0,0.0,0,200000.0,1.0,0.0,0.0,0.0,12.206077645517674,0.6931471805599453,12.206077645517674,0.0,0.0,0.0,2
Yorumla.com,|Reviews and Recommendations|Curated Web|, Reviews and Recommendations ,90000.0,operating,TUR,Istanbul,1.0,2012-08-03,2013-05-27,2013-05-27,0.0,0.0,0.0,0,90000.0,1.0,0.0,0.0,0.0,11.407576060361786,0.6931471805599453,11.407576060361786,0.0,0.0,0.0,2
Yostro,|Public Relations|, Public Relations ,38880.0,acquired,CAN,Ottawa,1.0,2010-10-01,2010-10-20,2010-10-20,0.0,0.0,0.0,0,38880.0,1.0,0.0,0.0,0.0,10.568260978408226,0.6931471805599453,10.568260978408226,0.0,0.0,0.0,2
Yotomo,|Loyalty Programs|Local Businesses|Mobile|, Loyalty Programs ,20000.0,operating,IDN,Jakarta,1.0,2011-04-13,2011-01-01,2011-01-01,0.0,0.0,0.0,0,20000.0,1.0,0.0,0.0,0.0,9.90353755128617,0.6931471805599453,9.90353755128617,0.0,0.0,0.0,2
Yotta280,|Enterprise Software|, Enterprise Software ,40000.0,operating,USA,Jacksonville,1.0,2007-01-01,2012-12-12,2012-12-12,40000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,10.596659732783579,0.6931471805599453,0.0,10.596659732783579,0.0,0.0,1
